sewage.date,sewage.station,sewage.genome,sewage.ratio,sewage.region
2023-03-12,CČN Murska Sobota,BQ.1* [Omikron (BQ.1.X)],0.0347,ms
2023-03-12,CČN Murska Sobota,Drugo,0.0034,ms
2023-03-12,CČN Murska Sobota,Omikron,0.9269,ms
2023-03-12,ČN Domžale Kamnik,BQ.1* [Omikron (BQ.1.X)],0.0066,lj
2023-03-12,ČN Domžale Kamnik,Drugo,0.0037,lj
2023-03-12,ČN Domžale Kamnik,Omikron,0.9886,lj
2023-03-12,ČN Kranj,BA.2.75* [Omikron (BA.2.75.X)],0.2174,kr
2023-03-12,ČN Kranj,BA.5* [Omikron (BA.5.X)],0.0045,kr
2023-03-12,ČN Kranj,BQ.1* [Omikron (BQ.1.X)],0.0146,kr
2023-03-12,ČN Kranj,Drugo,0.0017,kr
2023-03-12,ČN Kranj,Omikron,0.7613,kr
2023-03-12,ČN Maribor,BA.2.75* [Omikron (BA.2.75.X)],0.1503,mb
2023-03-12,ČN Maribor,BA.5* [Omikron (BA.5.X)],0.0221,mb
2023-03-12,ČN Maribor,BQ.1* [Omikron (BQ.1.X)],0.2087,mb
2023-03-12,ČN Maribor,Drugo,0.0015,mb
2023-03-12,ČN Maribor,Omikron,0.6164,mb
2023-03-12,ČN Nova Gorica,BA.2.75* [Omikron (BA.2.75.X)],0.0049,ng
2023-03-12,ČN Nova Gorica,BA.5* [Omikron (BA.5.X)],0.0037,ng
2023-03-12,ČN Nova Gorica,BQ.1* [Omikron (BQ.1.X)],0.005,ng
2023-03-12,ČN Nova Gorica,Drugo,0.0031,ng
2023-03-12,ČN Nova Gorica,Omikron,0.9814,ng
2023-03-13,CČN Brežice,BA.2.75* [Omikron (BA.2.75.X)],0.1258,kk
2023-03-13,CČN Brežice,BQ.1* [Omikron (BQ.1.X)],0.0045,kk
2023-03-13,CČN Brežice,Drugo,0.0019,kk
2023-03-13,CČN Brežice,Omikron,0.867,kk
2023-03-13,CČN Litija in Šmartno pri Litiji,BA.5* [Omikron (BA.5.X)],0.0027,za
2023-03-13,CČN Litija in Šmartno pri Litiji,BQ.1* [Omikron (BQ.1.X)],0.0046,za
2023-03-13,CČN Litija in Šmartno pri Litiji,Drugo,0.0042,za
2023-03-13,CČN Litija in Šmartno pri Litiji,Omikron,0.9882,za
2023-03-13,CČN Postojna,BA.2.75* [Omikron (BA.2.75.X)],0.0327,po
2023-03-13,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.0011,po
2023-03-13,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.1136,po
2023-03-13,CČN Postojna,Drugo,0.0026,po
2023-03-13,CČN Postojna,Omikron,0.849,po
2023-03-13,CČN Trbovlje,BA.2.75* [Omikron (BA.2.75.X)],0.1852,za
2023-03-13,CČN Trbovlje,BA.5* [Omikron (BA.5.X)],0.0305,za
2023-03-13,CČN Trbovlje,BQ.1* [Omikron (BQ.1.X)],0.0385,za
2023-03-13,CČN Trbovlje,Omikron,0.7458,za
2023-03-13,CČN Zagorje,BA.2.75* [Omikron (BA.2.75.X)],0.2179,za
2023-03-13,CČN Zagorje,BQ.1* [Omikron (BQ.1.X)],0.224,za
2023-03-13,CČN Zagorje,Drugo,0.0022,za
2023-03-13,CČN Zagorje,Omikron,0.5551,za
2023-03-13,ČN Koper,BA.2.75* [Omikron (BA.2.75.X)],0.3141,kp
2023-03-13,ČN Koper,BA.5* [Omikron (BA.5.X)],0.003,kp
2023-03-13,ČN Koper,BQ.1* [Omikron (BQ.1.X)],0.1395,kp
2023-03-13,ČN Koper,Drugo,0.0043,kp
2023-03-13,ČN Koper,Omikron,0.5392,kp
2023-03-13,ČN Novo mesto,BA.2.75* [Omikron (BA.2.75.X)],0.003,nm
2023-03-13,ČN Novo mesto,BA.5* [Omikron (BA.5.X)],0.0247,nm
2023-03-13,ČN Novo mesto,BQ.1* [Omikron (BQ.1.X)],0.0041,nm
2023-03-13,ČN Novo mesto,Drugo,0.0033,nm
2023-03-13,ČN Novo mesto,Omikron,0.963,nm
2023-03-19,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.2261,lj
2023-03-19,CČN Ljubljana,Drugo,0.0027,lj
2023-03-19,CČN Ljubljana,Omikron,0.7693,lj
2023-03-19,CČN Postojna,BA.2.75* [Omikron (BA.2.75.X)],0.0036,po
2023-03-19,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.0402,po
2023-03-19,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.0035,po
2023-03-19,CČN Postojna,Drugo,0.0025,po
2023-03-19,CČN Postojna,Omikron,0.9489,po
2023-03-19,ČN Domžale Kamnik,BA.5* [Omikron (BA.5.X)],0.2771,lj
2023-03-19,ČN Domžale Kamnik,Drugo,0.0015,lj
2023-03-19,ČN Domžale Kamnik,Omikron,0.7197,lj
2023-03-19,ČN Koper,BA.5* [Omikron (BA.5.X)],0.1113,kp
2023-03-19,ČN Koper,BQ.1* [Omikron (BQ.1.X)],0.1778,kp
2023-03-19,ČN Koper,Drugo,0.0014,kp
2023-03-19,ČN Koper,Omikron,0.7051,kp
2023-03-19,ČN Kranj,BA.5* [Omikron (BA.5.X)],0.0124,kr
2023-03-19,ČN Kranj,BQ.1* [Omikron (BQ.1.X)],0.002,kr
2023-03-19,ČN Kranj,Drugo,0.0016,kr
2023-03-19,ČN Kranj,Omikron,0.9796,kr
2023-03-19,ČN Maribor,Drugo,0.0031,mb
2023-03-19,ČN Maribor,Omikron,0.9965,mb
2023-03-20,CČN Brežice,BA.5* [Omikron (BA.5.X)],0.0676,kk
2023-03-20,CČN Brežice,BQ.1* [Omikron (BQ.1.X)],0.0016,kk
2023-03-20,CČN Brežice,Drugo,0.0016,kk
2023-03-20,CČN Brežice,Omikron,0.9279,kk
2023-03-20,CČN Litija in Šmartno pri Litiji,BA.5* [Omikron (BA.5.X)],0.9972,za
2023-03-20,CČN Litija in Šmartno pri Litiji,Omikron,0.0028,za
2023-03-20,CČN Slovenj Gradec,Drugo,0.0039,sg
2023-03-20,CČN Slovenj Gradec,Omikron,0.996,sg
2023-03-20,CČN Trbovlje,BA.5* [Omikron (BA.5.X)],0.4685,za
2023-03-20,CČN Trbovlje,BQ.1* [Omikron (BQ.1.X)],0.0023,za
2023-03-20,CČN Trbovlje,Drugo,0.0011,za
2023-03-20,CČN Trbovlje,Omikron,0.5241,za
2023-03-20,CČN Zagorje,BA.5* [Omikron (BA.5.X)],0.0016,za
2023-03-20,CČN Zagorje,BQ.1* [Omikron (BQ.1.X)],0.0487,za
2023-03-20,CČN Zagorje,Drugo,0.0031,za
2023-03-20,CČN Zagorje,Omikron,0.9467,za
2023-03-20,OČN Šaleške doline,BA.5* [Omikron (BA.5.X)],0.2864,ce
2023-03-20,OČN Šaleške doline,Drugo,0.001,ce
2023-03-20,OČN Šaleške doline,Omikron,0.7108,ce
2023-03-20,ČN Novo mesto,Drugo,0.0027,nm
2023-03-20,ČN Novo mesto,Omikron,0.997,nm
2023-03-26,CČN Ljubljana,BA.2.75* [Omikron (BA.2.75.X)],0.0031,lj
2023-03-26,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.0155,lj
2023-03-26,CČN Ljubljana,BQ.1* [Omikron (BQ.1.X)],0.0061,lj
2023-03-26,CČN Ljubljana,Omikron,0.9746,lj
2023-03-26,CČN Murska Sobota,BA.5* [Omikron (BA.5.X)],0.1756,ms
2023-03-26,CČN Murska Sobota,Omikron,0.8244,ms
2023-03-26,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.1527,po
2023-03-26,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.0465,po
2023-03-26,CČN Postojna,Omikron,0.8,po
2023-03-26,ČN Domžale Kamnik,BA.2.75* [Omikron (BA.2.75.X)],0.2057,lj
2023-03-26,ČN Domžale Kamnik,BA.5* [Omikron (BA.5.X)],0.0166,lj
2023-03-26,ČN Domžale Kamnik,Omikron,0.7777,lj
2023-03-26,ČN Koper,BA.2.75* [Omikron (BA.2.75.X)],0.1931,kp
2023-03-26,ČN Koper,BA.5* [Omikron (BA.5.X)],0.0586,kp
2023-03-26,ČN Koper,Drugo,0.0028,kp
2023-03-26,ČN Koper,Omikron,0.744,kp
2023-03-26,ČN Kranj,BA.5* [Omikron (BA.5.X)],0.4995,kr
2023-03-26,ČN Kranj,Omikron,0.5,kr
2023-03-26,ČN Maribor,BA.2.75* [Omikron (BA.2.75.X)],0.1958,mb
2023-03-26,ČN Maribor,BA.5* [Omikron (BA.5.X)],0.103,mb
2023-03-26,ČN Maribor,BQ.1* [Omikron (BQ.1.X)],0.1231,mb
2023-03-26,ČN Maribor,Omikron,0.5781,mb
2023-03-26,ČN Nova Gorica,BA.2.75* [Omikron (BA.2.75.X)],0.0033,ng
2023-03-26,ČN Nova Gorica,BA.5* [Omikron (BA.5.X)],0.1574,ng
2023-03-26,ČN Nova Gorica,BQ.1* [Omikron (BQ.1.X)],0.0032,ng
2023-03-26,ČN Nova Gorica,Drugo,0.0035,ng
2023-03-26,ČN Nova Gorica,Omikron,0.8313,ng
2023-03-27,CČN Slovenj Gradec,BA.5* [Omikron (BA.5.X)],0.7384,sg
2023-03-27,CČN Slovenj Gradec,BQ.1* [Omikron (BQ.1.X)],0.1667,sg
2023-03-27,CČN Slovenj Gradec,Omikron,0.0945,sg
2023-03-27,CČN Zagorje,BA.5* [Omikron (BA.5.X)],0.0126,za
2023-03-27,CČN Zagorje,BQ.1* [Omikron (BQ.1.X)],0.0016,za
2023-03-27,CČN Zagorje,Drugo,0.0034,za
2023-03-27,CČN Zagorje,Omikron,0.9824,za
2023-03-27,OČN Šaleške doline,BA.2.75* [Omikron (BA.2.75.X)],0.1122,ce
2023-03-27,OČN Šaleške doline,BA.5* [Omikron (BA.5.X)],0.0532,ce
2023-03-27,OČN Šaleške doline,BQ.1* [Omikron (BQ.1.X)],0.0303,ce
2023-03-27,OČN Šaleške doline,Drugo,0.0032,ce
2023-03-27,OČN Šaleške doline,Omikron,0.8008,ce
2023-03-27,ČN Novo mesto,BA.2.75* [Omikron (BA.2.75.X)],0.002,nm
2023-03-27,ČN Novo mesto,BA.5* [Omikron (BA.5.X)],0.027,nm
2023-03-27,ČN Novo mesto,Drugo,0.0021,nm
2023-03-27,ČN Novo mesto,Omikron,0.9672,nm
2023-04-02,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.0408,lj
2023-04-02,CČN Ljubljana,BQ.1* [Omikron (BQ.1.X)],0.0077,lj
2023-04-02,CČN Ljubljana,Drugo,0.0025,lj
2023-04-02,CČN Ljubljana,Omikron,0.3446,lj
2023-04-02,CČN Ljubljana,XBB.1.5* [Omikron (XBB.1.5.X)],0.6037,lj
2023-04-02,CČN Murska Sobota,BA.2.75* [Omikron (BA.2.75.X)],0.0575,ms
2023-04-02,CČN Murska Sobota,BA.5* [Omikron (BA.5.X)],0.1694,ms
2023-04-02,CČN Murska Sobota,BQ.1* [Omikron (BQ.1.X)],0.3144,ms
2023-04-02,CČN Murska Sobota,Drugo,0.001,ms
2023-04-02,CČN Murska Sobota,Omikron,0.3404,ms
2023-04-02,CČN Murska Sobota,XBB.1.5* [Omikron (XBB.1.5.X)],0.1129,ms
2023-04-02,CČN Postojna,BA.2.75* [Omikron (BA.2.75.X)],0.0276,po
2023-04-02,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.0268,po
2023-04-02,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.0217,po
2023-04-02,CČN Postojna,Drugo,0.0039,po
2023-04-02,CČN Postojna,Omikron,0.7086,po
2023-04-02,CČN Postojna,XBB.1.5* [Omikron (XBB.1.5.X)],0.2114,po
2023-04-02,ČN Domžale Kamnik,BA.5* [Omikron (BA.5.X)],0.0054,lj
2023-04-02,ČN Domžale Kamnik,BQ.1* [Omikron (BQ.1.X)],0.005,lj
2023-04-02,ČN Domžale Kamnik,Drugo,0.0032,lj
2023-04-02,ČN Domžale Kamnik,Omikron,0.7162,lj
2023-04-02,ČN Domžale Kamnik,XBB.1.5* [Omikron (XBB.1.5.X)],0.2695,lj
2023-04-02,ČN Koper,BA.2.75* [Omikron (BA.2.75.X)],0.0102,kp
2023-04-02,ČN Koper,BA.5* [Omikron (BA.5.X)],0.0147,kp
2023-04-02,ČN Koper,BQ.1* [Omikron (BQ.1.X)],0.004,kp
2023-04-02,ČN Koper,Drugo,0.0018,kp
2023-04-02,ČN Koper,Omikron,0.863,kp
2023-04-02,ČN Koper,XBB.1.5* [Omikron (XBB.1.5.X)],0.1063,kp
2023-04-02,ČN Kranj,BA.2.75* [Omikron (BA.2.75.X)],0.0504,kr
2023-04-02,ČN Kranj,BA.5* [Omikron (BA.5.X)],0.1001,kr
2023-04-02,ČN Kranj,BQ.1* [Omikron (BQ.1.X)],0.0249,kr
2023-04-02,ČN Kranj,Omikron,0.8246,kr
2023-04-02,ČN Maribor,BA.5* [Omikron (BA.5.X)],0.0237,mb
2023-04-02,ČN Maribor,BQ.1* [Omikron (BQ.1.X)],0.0388,mb
2023-04-02,ČN Maribor,Omikron,0.9375,mb
2023-04-02,ČN Nova Gorica,BA.5* [Omikron (BA.5.X)],0.0092,ng
2023-04-02,ČN Nova Gorica,BQ.1* [Omikron (BQ.1.X)],0.0064,ng
2023-04-02,ČN Nova Gorica,Drugo,0.0422,ng
2023-04-02,ČN Nova Gorica,Omikron,0.5128,ng
2023-04-02,ČN Nova Gorica,XBB.1.5* [Omikron (XBB.1.5.X)],0.4282,ng
2023-04-03,CČN Brežice,BA.2.75* [Omikron (BA.2.75.X)],0.0455,kk
2023-04-03,CČN Brežice,BA.5* [Omikron (BA.5.X)],0.1426,kk
2023-04-03,CČN Brežice,BQ.1* [Omikron (BQ.1.X)],0.1562,kk
2023-04-03,CČN Brežice,Omikron,0.2025,kk
2023-04-03,CČN Brežice,XBB.1.5* [Omikron (XBB.1.5.X)],0.4533,kk
2023-04-03,CČN Litija in Šmartno pri Litiji,BA.2.75* [Omikron (BA.2.75.X)],0.158,za
2023-04-03,CČN Litija in Šmartno pri Litiji,BQ.1* [Omikron (BQ.1.X)],0.0476,za
2023-04-03,CČN Litija in Šmartno pri Litiji,Omikron,0.1993,za
2023-04-03,CČN Litija in Šmartno pri Litiji,XBB.1.5* [Omikron (XBB.1.5.X)],0.5951,za
2023-04-03,CČN Slovenj Gradec,BA.2.75* [Omikron (BA.2.75.X)],0.0105,sg
2023-04-03,CČN Slovenj Gradec,BA.5* [Omikron (BA.5.X)],0.2001,sg
2023-04-03,CČN Slovenj Gradec,BQ.1* [Omikron (BQ.1.X)],0.024,sg
2023-04-03,CČN Slovenj Gradec,Omikron,0.5542,sg
2023-04-03,CČN Slovenj Gradec,XBB.1.5* [Omikron (XBB.1.5.X)],0.2111,sg
2023-04-03,CČN Trbovlje,BA.2.75* [Omikron (BA.2.75.X)],0.0145,za
2023-04-03,CČN Trbovlje,BA.5* [Omikron (BA.5.X)],0.0077,za
2023-04-03,CČN Trbovlje,BQ.1* [Omikron (BQ.1.X)],0.0058,za
2023-04-03,CČN Trbovlje,Omikron,0.5098,za
2023-04-03,CČN Trbovlje,XBB.1.5* [Omikron (XBB.1.5.X)],0.4615,za
2023-04-03,OČN Šaleške doline,BA.5* [Omikron (BA.5.X)],0.1703,ce
2023-04-03,OČN Šaleške doline,BQ.1* [Omikron (BQ.1.X)],0.1154,ce
2023-04-03,OČN Šaleške doline,Omikron,0.448,ce
2023-04-03,OČN Šaleške doline,XBB.1.5* [Omikron (XBB.1.5.X)],0.2663,ce
2023-04-03,ČN Celje,BA.2.75* [Omikron (BA.2.75.X)],0.1814,ce
2023-04-03,ČN Celje,BA.5* [Omikron (BA.5.X)],0.0122,ce
2023-04-03,ČN Celje,BQ.1* [Omikron (BQ.1.X)],0.002,ce
2023-04-03,ČN Celje,Drugo,0.0033,ce
2023-04-03,ČN Celje,Omikron,0.337,ce
2023-04-03,ČN Celje,XBB.1.5* [Omikron (XBB.1.5.X)],0.4629,ce
2023-04-03,ČN Novo mesto,BA.2.75* [Omikron (BA.2.75.X)],0.2897,nm
2023-04-03,ČN Novo mesto,BA.5* [Omikron (BA.5.X)],0.0263,nm
2023-04-03,ČN Novo mesto,BQ.1* [Omikron (BQ.1.X)],0.0086,nm
2023-04-03,ČN Novo mesto,Drugo,0.0014,nm
2023-04-03,ČN Novo mesto,Omikron,0.5232,nm
2023-04-03,ČN Novo mesto,XBB.1.5* [Omikron (XBB.1.5.X)],0.1506,nm
2023-04-10,CČN Murska Sobota,Omikron,0.001,ms
2023-04-10,ČN Nova Gorica,Drugo,0.0029,ng
2023-04-10,ČN Nova Gorica,Omikron,0.9254,ng
2023-04-10,ČN Nova Gorica,XBB.1.5* [Omikron (XBB.1.5.X)],0.0717,ng
2023-04-11,CČN Brežice,BA.2.75* [Omikron (BA.2.75.X)],0.3623,kk
2023-04-11,CČN Brežice,Drugo,0.0019,kk
2023-04-11,CČN Brežice,Omikron,0.4721,kk
2023-04-11,CČN Brežice,XBB.1.5* [Omikron (XBB.1.5.X)],0.1627,kk
2023-04-11,CČN Postojna,Drugo,0.0031,po
2023-04-11,CČN Postojna,Omikron,0.9954,po
2023-04-11,CČN Slovenj Gradec,BA.2.75* [Omikron (BA.2.75.X)],0.2432,sg
2023-04-11,CČN Slovenj Gradec,Omikron,0.5873,sg
2023-04-11,CČN Slovenj Gradec,XBB.1.5* [Omikron (XBB.1.5.X)],0.1695,sg
2023-04-11,CČN Trbovlje,BA.2.75* [Omikron (BA.2.75.X)],0.5989,za
2023-04-11,CČN Trbovlje,Drugo,0.0017,za
2023-04-11,CČN Trbovlje,Omikron,0.0433,za
2023-04-11,CČN Trbovlje,XBB.1.5* [Omikron (XBB.1.5.X)],0.3536,za
2023-04-11,ČN Koper,BA.5* [Omikron (BA.5.X)],0.0044,kp
2023-04-11,ČN Koper,Drugo,0.0037,kp
2023-04-11,ČN Koper,Omikron,0.4215,kp
2023-04-11,ČN Koper,XBB.1.5* [Omikron (XBB.1.5.X)],0.566,kp
2023-04-16,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.0648,lj
2023-04-16,CČN Ljubljana,BQ.1* [Omikron (BQ.1.X)],0.0031,lj
2023-04-16,CČN Ljubljana,Omikron,0.4821,lj
2023-04-16,CČN Ljubljana,XBB.1.5* [Omikron (XBB.1.5.X)],0.45,lj
2023-04-16,ČN Domžale Kamnik,Drugo,0.0037,lj
2023-04-16,ČN Domžale Kamnik,Omikron,0.3805,lj
2023-04-16,ČN Domžale Kamnik,XBB.1.5* [Omikron (XBB.1.5.X)],0.6158,lj
2023-04-16,ČN Kranj,BA.2.75* [Omikron (BA.2.75.X)],0.0971,kr
2023-04-16,ČN Kranj,BA.5* [Omikron (BA.5.X)],0.0038,kr
2023-04-16,ČN Kranj,BQ.1* [Omikron (BQ.1.X)],0.0013,kr
2023-04-16,ČN Kranj,Drugo,0.0017,kr
2023-04-16,ČN Kranj,Omikron,0.61,kr
2023-04-16,ČN Kranj,XBB.1.5* [Omikron (XBB.1.5.X)],0.2844,kr
2023-04-16,ČN Maribor,BA.5* [Omikron (BA.5.X)],0.0027,mb
2023-04-16,ČN Maribor,Drugo,0.0051,mb
2023-04-16,ČN Maribor,Omikron,0.4922,mb
2023-04-16,ČN Maribor,XBB.1.5* [Omikron (XBB.1.5.X)],0.4995,mb
2023-04-17,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.0305,po
2023-04-17,CČN Postojna,Drugo,0.0021,po
2023-04-17,CČN Postojna,Omikron,0.7832,po
2023-04-17,CČN Postojna,XBB.1.5* [Omikron (XBB.1.5.X)],0.1836,po
2023-04-17,CČN Trbovlje,BA.2.75* [Omikron (BA.2.75.X)],0.2424,za
2023-04-17,CČN Trbovlje,BA.5* [Omikron (BA.5.X)],0.0015,za
2023-04-17,CČN Trbovlje,Drugo,0.0011,za
2023-04-17,CČN Trbovlje,Omikron,0.5095,za
2023-04-17,CČN Trbovlje,XBB.1.5* [Omikron (XBB.1.5.X)],0.2423,za
2023-04-17,CČN Zagorje,BA.2.75* [Omikron (BA.2.75.X)],0.639,za
2023-04-17,CČN Zagorje,BA.5* [Omikron (BA.5.X)],0.0105,za
2023-04-17,CČN Zagorje,Drugo,0.1131,za
2023-04-17,CČN Zagorje,Omikron,0.1835,za
2023-04-17,CČN Zagorje,XBB.1.5* [Omikron (XBB.1.5.X)],0.0526,za
2023-04-17,OČN Šaleške doline,BA.2.75* [Omikron (BA.2.75.X)],0.0015,ce
2023-04-17,OČN Šaleške doline,BA.5* [Omikron (BA.5.X)],0.0038,ce
2023-04-17,OČN Šaleške doline,BQ.1* [Omikron (BQ.1.X)],0.2408,ce
2023-04-17,OČN Šaleške doline,Omikron,0.6358,ce
2023-04-17,OČN Šaleške doline,XBB.1.5* [Omikron (XBB.1.5.X)],0.1132,ce
2023-04-24,CČN Ljubljana,BA.2.75* [Omikron (BA.2.75.X)],0.033,lj
2023-04-24,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.1021,lj
2023-04-24,CČN Ljubljana,BQ.1* [Omikron (BQ.1.X)],0.0068,lj
2023-04-24,CČN Ljubljana,Drugo,0.0024,lj
2023-04-24,CČN Ljubljana,Omikron,0.4674,lj
2023-04-24,CČN Ljubljana,XBB.1.5* [Omikron (XBB.1.5.X)],0.3846,lj
2023-04-24,CČN Murska Sobota,BA.2.75* [Omikron (BA.2.75.X)],0.0704,ms
2023-04-24,CČN Murska Sobota,BA.5* [Omikron (BA.5.X)],0.2637,ms
2023-04-24,CČN Murska Sobota,BQ.1* [Omikron (BQ.1.X)],0.0024,ms
2023-04-24,CČN Murska Sobota,Drugo,0.0039,ms
2023-04-24,CČN Murska Sobota,Omikron,0.5937,ms
2023-04-24,CČN Murska Sobota,XBB.1.5* [Omikron (XBB.1.5.X)],0.0649,ms
2023-04-24,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.1218,po
2023-04-24,CČN Postojna,Drugo,0.0015,po
2023-04-24,CČN Postojna,Omikron,0.8767,po
2023-04-24,CČN Zagorje,BA.2.75* [Omikron (BA.2.75.X)],0.0523,za
2023-04-24,CČN Zagorje,BA.5* [Omikron (BA.5.X)],0.3464,za
2023-04-24,CČN Zagorje,BQ.1* [Omikron (BQ.1.X)],0.0033,za
2023-04-24,CČN Zagorje,Drugo,0.0034,za
2023-04-24,CČN Zagorje,Omikron,0.5847,za
2023-04-24,CČN Zagorje,XBB.1.5* [Omikron (XBB.1.5.X)],0.0057,za
2023-04-24,ČN Domžale Kamnik,BA.2.75* [Omikron (BA.2.75.X)],0.0039,lj
2023-04-24,ČN Domžale Kamnik,BA.5* [Omikron (BA.5.X)],0.2106,lj
2023-04-24,ČN Domžale Kamnik,Drugo,0.003,lj
2023-04-24,ČN Domžale Kamnik,Omikron,0.4424,lj
2023-04-24,ČN Domžale Kamnik,XBB.1.5* [Omikron (XBB.1.5.X)],0.3382,lj
2023-04-24,ČN Koper,BA.2.75* [Omikron (BA.2.75.X)],0.0926,kp
2023-04-24,ČN Koper,BA.5* [Omikron (BA.5.X)],0.1642,kp
2023-04-24,ČN Koper,Drugo,0.0027,kp
2023-04-24,ČN Koper,Omikron,0.5494,kp
2023-04-24,ČN Koper,XBB.1.5* [Omikron (XBB.1.5.X)],0.1904,kp
2023-04-24,ČN Kranj,BA.2.75* [Omikron (BA.2.75.X)],0.119,kr
2023-04-24,ČN Kranj,BA.5* [Omikron (BA.5.X)],0.1739,kr
2023-04-24,ČN Kranj,Drugo,0.0037,kr
2023-04-24,ČN Kranj,Omikron,0.4629,kr
2023-04-24,ČN Kranj,XBB.1.5* [Omikron (XBB.1.5.X)],0.2396,kr
2023-04-24,ČN Maribor,BA.2.75* [Omikron (BA.2.75.X)],0.0012,mb
2023-04-24,ČN Maribor,BA.5* [Omikron (BA.5.X)],0.0925,mb
2023-04-24,ČN Maribor,BQ.1* [Omikron (BQ.1.X)],0.019,mb
2023-04-24,ČN Maribor,Drugo,0.0049,mb
2023-04-24,ČN Maribor,Omikron,0.5207,mb
2023-04-24,ČN Maribor,XBB.1.5* [Omikron (XBB.1.5.X)],0.3607,mb
2023-04-24,ČN Nova Gorica,BA.2.75* [Omikron (BA.2.75.X)],0.29,ng
2023-04-24,ČN Nova Gorica,BA.5* [Omikron (BA.5.X)],0.0529,ng
2023-04-24,ČN Nova Gorica,Drugo,0.0021,ng
2023-04-24,ČN Nova Gorica,Omikron,0.4174,ng
2023-04-24,ČN Nova Gorica,XBB.1.5* [Omikron (XBB.1.5.X)],0.2318,ng
2023-05-02,CČN Ljubljana,Drugo,0.0043,lj
2023-05-02,CČN Ljubljana,Omikron,0.8909,lj
2023-05-02,CČN Ljubljana,XBB.1.5* [Omikron (XBB.1.5.X)],0.1045,lj
2023-05-02,CČN Murska Sobota,Omikron,0.6337,ms
2023-05-02,CČN Murska Sobota,XBB.1.5* [Omikron (XBB.1.5.X)],0.3663,ms
2023-05-02,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.0036,po
2023-05-02,CČN Postojna,Drugo,0.0087,po
2023-05-02,CČN Postojna,Omikron,0.4025,po
2023-05-02,CČN Postojna,XBB.1.5* [Omikron (XBB.1.5.X)],0.584,po
2023-05-02,ČN Koper,BA.5* [Omikron (BA.5.X)],0.0028,kp
2023-05-02,ČN Koper,BQ.1* [Omikron (BQ.1.X)],0.0013,kp
2023-05-02,ČN Koper,Drugo,0.0028,kp
2023-05-02,ČN Koper,Omikron,0.8064,kp
2023-05-02,ČN Koper,XBB.1.5* [Omikron (XBB.1.5.X)],0.1843,kp
2023-05-02,ČN Kranj,BA.2.75* [Omikron (BA.2.75.X)],0.0193,kr
2023-05-02,ČN Kranj,BA.5* [Omikron (BA.5.X)],0.0035,kr
2023-05-02,ČN Kranj,Drugo,0.0043,kr
2023-05-02,ČN Kranj,Omikron,0.5689,kr
2023-05-02,ČN Kranj,XBB.1.5* [Omikron (XBB.1.5.X)],0.4022,kr
2023-05-03,CČN Litija in Šmartno pri Litiji,BA.5* [Omikron (BA.5.X)],0.0029,za
2023-05-03,CČN Litija in Šmartno pri Litiji,Omikron,0.8964,za
2023-05-03,CČN Litija in Šmartno pri Litiji,XBB.1.5* [Omikron (XBB.1.5.X)],0.1007,za
2023-05-03,CČN Trbovlje,BA.5* [Omikron (BA.5.X)],0.0022,za
2023-05-03,CČN Trbovlje,Drugo,0.0016,za
2023-05-03,CČN Trbovlje,Omikron,0.1769,za
2023-05-03,CČN Trbovlje,XBB.1.5* [Omikron (XBB.1.5.X)],0.8177,za
2023-05-03,CČN Zagorje,BA.2.75* [Omikron (BA.2.75.X)],0.0046,za
2023-05-03,CČN Zagorje,BA.5* [Omikron (BA.5.X)],0.0011,za
2023-05-03,CČN Zagorje,Drugo,0.0207,za
2023-05-03,CČN Zagorje,Omikron,0.6996,za
2023-05-03,CČN Zagorje,XBB.1.5* [Omikron (XBB.1.5.X)],0.272,za
2023-05-03,OČN Šaleške doline,Omikron,0.001,ce
2023-05-08,CČN Ljubljana,Omikron,0.9993,lj
2023-05-08,CČN Murska Sobota,Drugo,0.0018,ms
2023-05-08,CČN Murska Sobota,Omikron,0.9976,ms
2023-05-08,ČN Domžale Kamnik,Omikron,0.001,lj
2023-05-08,ČN Koper,Drugo,0.0015,kp
2023-05-08,ČN Koper,Omikron,0.9976,kp
2023-05-08,ČN Maribor,Drugo,0.0042,mb
2023-05-08,ČN Maribor,Omikron,0.9953,mb
2023-05-09,CČN Brežice,Drugo,0.0032,kk
2023-05-09,CČN Brežice,Omikron,0.9944,kk
2023-05-09,CČN Litija in Šmartno pri Litiji,Drugo,0.0031,za
2023-05-09,CČN Litija in Šmartno pri Litiji,Omikron,0.9967,za
